CDS_ID	Low_A	Low_B	High_A	High_B
CDS_22916	3	4	9	1
CDS_22917	1	0	27	17
CDS_22918	0	7	0	11
CDS_22919	0	2	7	13
CDS_22925	403	250	177	77
CDS_22931	532	373	136	285
CDS_22939	14	5	0	0
CDS_22940	9	0	12	0
CDS_22941	10	5	0	0
CDS_22942	217	111	130	99
CDS_22949	26	30	18	1
CDS_22953	163	128	115	67
CDS_22954	1	3	8	0
CDS_22961	0	0	6	0
CDS_22964	111	27	15	25
CDS_22965	0	0	17	1
CDS_22968	7	5	0	0
CDS_22975	39	9	0	15
CDS_22978	4	15	0	0
CDS_22981	88	52	13	18
CDS_22982	38	43	19	20
CDS_22983	26	29	24	8
CDS_22986	0	0	54	7
CDS_22990	23	1	9	17
CDS_22996	30	36	0	12
CDS_22998	25	19	0	5
CDS_23000	13	6	0	0
CDS_23003	1	0	72	2
CDS_23005	6	1	14	6
CDS_23007	45	21	14	6
CDS_23008	0	9	2	17
CDS_23012	101	43	42	72
CDS_23016	88	98	33	45
CDS_23017	39	18	30	27
CDS_23020	275	140	99	45
CDS_23021	28	22	18	10
CDS_23023	14	2	7	0
CDS_23026	0	0	20	0
CDS_23028	1152	509	296	137
CDS_23030	1	0	24	0
CDS_23032	74	48	88	88
CDS_23033	122	72	6	59
CDS_23038	97	59	70	22
CDS_23041	42	32	47	51
CDS_23050	8	9	0	21
CDS_23054	0	1	72	6
CDS_23055	5	14	3	0
CDS_23056	14	7	0	19
CDS_23059	1	11	13	7
CDS_23060	0	0	12	0
CDS_23065	0	0	16	0
CDS_23068	34	6	19	0
CDS_23069	63	25	13	4
CDS_23070	9	13	0	37
CDS_23073	0	0	8	5
CDS_23074	0	0	64	5
CDS_23075	25	14	36	0
CDS_23076	6	10	7	0
CDS_23077	61	36	11	7
CDS_23080	22	9	11	12
CDS_23081	0	0	6	0
CDS_23085	9	0	0	0
CDS_23088	24	11	0	0
CDS_23089	52	30	19	23
CDS_23093	5	8	0	15
CDS_23094	2	3	0	19
CDS_23095	4	1	14	5
CDS_23096	4	17	7	29
CDS_23097	0	4	3	27
CDS_23100	89	45	0	14
CDS_23104	118	48	86	90
CDS_23105	0	0	100	9
CDS_23109	77	71	32	16
CDS_23110	68	48	62	25
CDS_23113	2	10	15	8
CDS_23114	7	8	32	36
CDS_23119	393	153	109	52
CDS_23122	1138	679	170	147
CDS_23124	8	4	0	1
CDS_23127	0	5	0	0
CDS_23128	10	0	0	4
CDS_23136	0	0	13	6
CDS_23139	117	88	96	18
CDS_23140	36	14	29	8
CDS_23144	1	2	6	8
CDS_23147	62	36	12	16
CDS_23148	20	4	15	14
CDS_23149	35	57	77	44
CDS_23151	175	100	93	72
CDS_23152	34	25	0	20
CDS_23154	7	1	0	0
CDS_23155	12	0	0	0
CDS_23156	9	1	0	0
CDS_23160	32	22	44	49
CDS_23161	14	16	11	0
CDS_23164	44	37	15	16
CDS_23169	111	31	26	36
CDS_23170	12	15	19	0
CDS_23171	47	33	10	9
CDS_23175	33	20	3	15
CDS_23176	37	47	5	11
CDS_23177	38	20	0	10
CDS_23179	55	23	0	21
CDS_23182	0	0	14	0
CDS_23185	0	0	16	0
CDS_23187	38	37	1	36
CDS_23189	91	28	0	1
CDS_23190	8	10	0	0
CDS_23191	14	3	0	0
CDS_23194	39	37	8	24
CDS_23197	12	3	0	5
CDS_23198	15	15	21	0
CDS_23199	20	12	0	0
CDS_23201	146	42	61	24
CDS_23211	37	64	37	20
CDS_23214	0	3	0	25
CDS_23218	11	9	4	12
CDS_23219	4	2	3	6
CDS_23224	6	5	0	0
CDS_23231	132	126	51	38
CDS_23233	7	9	11	16
CDS_23235	0	0	26	0
CDS_23239	3	2	7	0
CDS_23245	12	0	0	11
CDS_23251	0	0	21	0
CDS_23253	1	0	22	0
CDS_23255	30	15	11	15
CDS_23256	26	17	8	25
CDS_23258	26	17	4	12
CDS_23260	0	0	7	0
CDS_23266	78	34	0	6
CDS_23269	0	0	26	0
CDS_23272	0	0	0	6
CDS_23274	25	27	0	1
CDS_23276	0	2	18	0
CDS_23278	47	2	9	0
CDS_23279	12	0	7	0
CDS_23286	15	15	6	0
CDS_23288	0	0	64	23
CDS_23294	9	0	0	0
CDS_23295	28	26	20	16
CDS_23298	4	2	5	0
CDS_23300	0	0	13	0
CDS_23301	22	24	0	0
CDS_23303	0	0	24	0
CDS_23305	2	0	5	0
CDS_23308	12	4	26	4
CDS_23311	1	0	0	6
CDS_23315	24	22	15	39
CDS_23316	11	11	0	0
CDS_23317	172	83	74	26
CDS_23321	594	240	65	121
CDS_23323	2	6	0	0
CDS_23327	4	1	0	9
CDS_23329	270	251	88	66
CDS_23331	67	25	132	82
CDS_23333	1	4	1	0
CDS_23340	20	21	0	0
CDS_23343	67	34	14	7
CDS_23347	20	25	22	0
CDS_23348	19	14	0	9
CDS_23353	21	25	0	8
CDS_23354	0	0	9	0
CDS_23355	0	5	0	0
CDS_23356	5	5	0	0
CDS_23362	99	43	38	41
CDS_23364	6	1	0	0
CDS_23365	21	23	4	56
CDS_23367	10	0	3	0
CDS_23373	72	59	106	48
CDS_23374	0	0	7	0
CDS_23375	9	27	15	0
CDS_23377	0	0	11	0
CDS_23380	167	72	30	29
CDS_23387	0	0	21	3
CDS_23388	41	19	9	0
CDS_23390	28	13	68	0
CDS_23393	3	12	6	0
CDS_23394	8	10	14	9
CDS_23396	19	42	0	0
CDS_23397	132	108	23	58
CDS_23403	218	177	127	122
CDS_23405	5	1	0	5
CDS_23406	197	146	76	79
CDS_23414	1	6	0	15
CDS_23416	1	0	15	0
CDS_23419	14	13	10	5
CDS_23428	1	4	158	19
CDS_23446	120	62	15	17
CDS_23447	555	339	278	221
CDS_23453	0	0	2	10
CDS_23454	0	0	8	0
CDS_23459	64	59	46	21
CDS_23460	29	16	8	0
CDS_23463	0	1	0	8
CDS_23472	21	10	4	2
CDS_23475	1	0	0	4
CDS_23477	38	45	21	7
CDS_23479	32	48	33	59
CDS_23480	0	0	5	0
CDS_23484	347	380	71	71
CDS_23486	10	26	66	200
CDS_23490	5	9	19	14
CDS_23493	8	2	0	0
CDS_23495	0	0	19	0
CDS_23499	43	8	6	19
CDS_23500	4	9	12	0
CDS_23503	89	85	61	65
CDS_23506	3	0	2	0
CDS_23507	56	14	42	1
CDS_23514	2	6	5	0
CDS_23516	9	18	14	6
CDS_23521	112	80	32	49
CDS_23522	58	71	47	50
CDS_23527	0	0	5	0
CDS_23529	36	22	1	0
CDS_23530	29	5	0	0
CDS_23531	14	4	0	5
CDS_23533	0	7	3	0
CDS_23534	2	3	0	19
CDS_23538	14	9	0	0
CDS_23541	0	0	9	0
CDS_23553	37	23	18	2
CDS_23554	63	77	143	31
CDS_23556	107	78	140	169
CDS_23557	16	12	0	8
CDS_23560	306	223	219	148
CDS_23565	85	13	20	4
CDS_23566	51	7	0	12
CDS_23574	353	159	103	125
CDS_23581	43	11	4	28
CDS_23582	95	52	85	62
CDS_23583	1	0	6	7
CDS_23585	121	88	89	23
CDS_23586	212	150	82	68
CDS_23587	0	4	0	0
CDS_23588	2	3	0	8
CDS_23589	5	2	0	21
CDS_23590	2	0	40	0
CDS_23591	81	43	20	75
CDS_23595	497	346	149	133
CDS_23596	13	23	0	0
CDS_23597	19	59	5	1
CDS_23598	3	11	0	0
CDS_23599	0	0	6	0
CDS_23600	1	1	49	14
CDS_23601	0	0	49	3
CDS_23603	0	0	23	0
CDS_23607	67	27	27	23
CDS_23610	30	134	69	149
CDS_23611	18	10	11	0
CDS_23616	8	30	11	36
CDS_23617	133	255	89	279
CDS_23619	31	27	21	35
CDS_23620	307	145	29	22
CDS_23623	59	37	66	24
CDS_23629	281	165	130	60
CDS_23631	2	1	245	117
CDS_23633	18	12	0	0
CDS_23634	187	87	27	20
CDS_23638	11	15	12	4
CDS_23639	10	11	30	7
CDS_23641	24	4	8	0
CDS_23646	106	76	10	6
CDS_23647	1	0	4	4
CDS_23648	9	3	0	0
CDS_23649	5	5	9	0
CDS_23654	122	59	50	24
CDS_23655	2	0	0	8
CDS_23656	65	28	16	27
CDS_23657	20	43	16	7
CDS_23658	3	3	35	13
CDS_23661	60	32	0	0
CDS_23662	88	46	12	13
CDS_23664	35	65	12	49
CDS_23666	25	17	5	0
CDS_23676	42	26	9	0
CDS_23681	5	0	0	8
CDS_23686	0	0	12	0
CDS_23687	40	27	10	13
CDS_23688	23	25	1	10
CDS_23689	0	0	52	0
CDS_23696	0	0	6	0
CDS_23701	7	2	12	0
CDS_23703	1	0	1	6
CDS_23708	19	10	31	11
CDS_23711	8	6	0	0
CDS_23712	5	5	10	0
CDS_23713	0	4	0	0
CDS_23719	4	7	0	0
CDS_23720	38	11	11	0
CDS_23721	7	4	6	0
CDS_23723	0	2	0	11
CDS_23726	3	6	9	0
CDS_23729	8	4	3	0
CDS_23730	0	0	24	0
CDS_23731	0	6	0	0
CDS_23738	0	0	19	0
CDS_23739	23	22	0	0
CDS_23746	30	66	113	16
CDS_23749	47	32	76	92
CDS_23754	0	0	4	0
CDS_23758	45	19	7	11
CDS_23759	0	9	0	0
CDS_23760	16	8	4	0
CDS_23764	0	0	35	0
CDS_23766	13	50	19	7
CDS_23767	66	44	20	6
CDS_23768	0	0	17	0
CDS_23772	7	6	13	8
CDS_23773	2	5	8	0
CDS_23774	11	6	0	6
CDS_23776	12	16	0	0
CDS_23777	60	37	2	9
CDS_23779	0	0	5	0
CDS_23783	0	0	14	0
CDS_23788	33	6	18	14
CDS_23790	0	9	0	0
CDS_23791	66	86	289	15
CDS_23796	34	13	32	33
CDS_23800	0	4	0	0
CDS_23801	58	26	121	14
CDS_23802	0	0	11	0
CDS_23803	4	5	0	12
CDS_23805	9	0	9	0
CDS_23809	2	0	0	11
CDS_23812	16	13	0	10
CDS_23815	51	67	71	15
CDS_23823	23	13	12	25
CDS_23826	33	18	31	0
CDS_23827	28	18	9	7
CDS_23828	23	17	3	23
CDS_23830	17	10	23	14
CDS_23832	405	280	204	120
CDS_23834	1	5	12	0
CDS_23835	14	5	1	10
CDS_23836	19	17	0	0
CDS_23838	701	514	223	163
CDS_23840	642	301	205	84
CDS_23843	6	13	16	17
CDS_23844	9	1	0	11
CDS_23845	8	54	30	54
CDS_23846	11	20	29	24
CDS_23847	8	12	23	22
CDS_23848	133	48	10	26
CDS_23849	149	56	24	28
CDS_23853	2	1	243	67
CDS_23860	501	520	379	163
CDS_23863	117	142	114	22
CDS_23864	158	126	94	60
CDS_23865	3080	1455	507	606
CDS_23866	1711	919	403	497
CDS_23867	0	0	118	36
CDS_23876	46	37	39	8
CDS_23877	417	270	97	67
CDS_23878	129	101	48	96
CDS_23880	12	11	12	68
CDS_23881	7	10	17	1
CDS_23882	926	445	339	251
CDS_23883	298	153	132	78
CDS_23886	295	158	119	73
CDS_23887	459	330	155	116
CDS_23888	163	143	55	139
CDS_23889	587	419	189	203
CDS_23890	317	248	44	52
CDS_23891	150	125	0	29
CDS_23892	254	190	142	94
CDS_23893	113	90	42	38
CDS_23894	21	13	19	6
CDS_23896	579	265	104	78
CDS_23898	57	38	85	103
CDS_23902	3	7	0	0
CDS_23909	52	61	76	25
CDS_23912	5	12	0	0
CDS_23915	280	162	25	71
CDS_23916	302	170	46	41
CDS_23921	116	74	38	12
CDS_23927	21	13	9	0
CDS_23928	232	274	548	166
CDS_23930	314	279	258	123
CDS_23933	21	36	75	0
CDS_23934	0	0	9	9
CDS_23936	60	26	5	0
CDS_23938	3	0	11	0
CDS_23939	0	6	0	0
CDS_23941	0	0	10	0
CDS_23943	30	13	3	0
CDS_23944	120	102	51	53
CDS_23945	19	10	9	0
CDS_23946	0	0	16	0
CDS_23947	11	10	0	0
CDS_23948	21	17	44	5
CDS_23950	15	13	0	0
CDS_23955	19	10	0	5
CDS_23956	107	57	21	41
CDS_23960	63	14	18	0
CDS_23963	0	7	0	0
CDS_23964	40	28	0	48
CDS_23966	0	0	5	0
CDS_23968	37	21	0	13
CDS_23971	11	4	0	0
CDS_23972	8	4	0	0
CDS_23973	261	242	63	59
CDS_23975	63	73	186	27
CDS_23979	245	125	61	4
CDS_23980	38	18	22	20
CDS_23981	1	0	23	23
CDS_23982	0	0	18	0
CDS_23984	0	0	0	2
CDS_23989	62	72	23	8
CDS_24004	0	0	0	6
CDS_24005	6	1	13	5
CDS_24010	14	4	11	0
CDS_24012	253	173	170	161
CDS_24014	37	12	0	13
CDS_24018	1	5	5	0
CDS_24019	9	0	0	0
CDS_24022	25	22	0	5
CDS_24023	0	0	7	0
CDS_24024	41	41	1	14
CDS_24025	35	35	12	26
CDS_24026	0	0	12	0
CDS_24028	0	1	10	14
CDS_24031	42	5	30	0
CDS_24032	10	14	20	0
CDS_24037	18	9	2	7
CDS_24039	1	2	0	46
CDS_24043	67	37	11	8
CDS_24053	43	56	23	27
CDS_24055	0	0	6	0
CDS_24060	2	11	0	0
CDS_24061	0	0	6	0
CDS_24062	13	23	56	22
CDS_24067	43	12	70	15
CDS_24069	31	15	9	16
CDS_24071	23	0	0	0
CDS_24075	150	94	74	36
CDS_24077	0	1	63	10
CDS_24080	8	1	0	0
CDS_24089	3	7	0	0
CDS_24092	10	40	40	11
CDS_24097	4	0	0	0
CDS_24098	15	0	0	0
CDS_24100	0	0	9	0
CDS_24101	3	2	5	0
CDS_24103	88	41	0	0
CDS_24109	0	0	7	0
CDS_24111	30	22	19	18
CDS_24118	5	3	15	14
CDS_24119	37	12	26	7
CDS_24122	26	15	0	4
CDS_24123	0	0	36	0
CDS_24124	0	0	2	7
CDS_24128	12	8	235	26
CDS_24130	0	0	33	0
CDS_24133	0	0	0	6
CDS_24135	6	15	18	25
CDS_24137	123	83	80	60
CDS_24140	1	5	7	0
CDS_24141	50	27	0	14
CDS_24147	15	20	8	1
CDS_24149	124	85	86	40
CDS_24152	7	1	0	0
CDS_24154	0	3	8	11
CDS_24156	283	267	163	93
CDS_24162	1	0	0	6
CDS_24166	36	16	14	22
CDS_24167	4	4	0	0
CDS_24169	38	14	11	4
CDS_24172	0	0	18	0
CDS_24173	30	17	16	0
CDS_24174	7	3	0	16
CDS_24175	0	1	7	0
CDS_24176	19	18	10	0
CDS_24177	16	5	18	0
CDS_24178	0	0	133	17
CDS_24179	0	0	0	8
CDS_24184	1	1	26	4
CDS_24190	37	71	93	30
CDS_24196	1	0	25	0
CDS_24198	196	94	53	50
CDS_24201	160	37	52	4
CDS_24202	257	18	25	1
CDS_24206	2550	1637	708	605
CDS_24211	202	298	301	88
CDS_24212	214	303	358	95
CDS_24213	667	369	214	151
CDS_24216	240	347	363	118
CDS_24218	20	3	9	0
CDS_24219	474	408	164	62
CDS_24221	22	30	0	2
CDS_24224	12	50	17	131
CDS_24232	11	3	20	8
CDS_24233	17	2	26	21
CDS_24236	484	269	65	75
CDS_24238	136	124	50	46
CDS_24241	556	192	160	117
CDS_24246	120	113	59	55
CDS_24249	624	103	97	175
CDS_24263	16	11	0	0
CDS_24266	24	9	0	30
CDS_24268	0	0	0	6
CDS_24270	66	30	19	8
CDS_24274	85	37	9	7
CDS_24277	22	0	3	0
CDS_24279	56	24	3	5
CDS_24280	6	2	0	0
CDS_24282	23	23	13	13
CDS_24283	21	29	42	17
CDS_24284	1	6	0	0
CDS_24286	45	33	1	0
CDS_24287	39	45	25	24
CDS_24290	2	6	3	1
CDS_24298	7	8	0	11
CDS_24302	6	6	0	0
CDS_24305	20	7	7	0
CDS_24306	87	42	5	36
CDS_24307	26	35	0	0
CDS_24310	6	16	0	0
CDS_24311	111	56	43	25
CDS_24323	67	38	0	28
CDS_24325	38	28	8	9
CDS_24326	43	62	13	36
CDS_24328	16	20	1	0
CDS_24329	28	13	9	0
CDS_24330	18	8	25	0
CDS_24331	0	2	0	11
CDS_24340	13	20	15	10
CDS_24341	1	7	9	0
CDS_24342	4	5	0	16
CDS_24347	12	1	6	0
CDS_24350	11	13	11	12
CDS_24354	0	0	13	18
CDS_24359	185	61	24	22
CDS_24361	45	25	33	0
CDS_24365	1	2	0	0
CDS_24366	0	1	0	6
CDS_24369	32	5	3	2
CDS_24370	22	21	51	15
CDS_24373	5	0	4	0
CDS_24375	33	20	0	10
CDS_24383	583	292	151	143
CDS_24385	15	13	0	0
CDS_24386	2	0	22	10
CDS_24387	0	0	19	0
CDS_24388	0	6	0	7
CDS_24389	3	7	0	0
CDS_24392	0	0	23	8
CDS_24393	16	7	11	0
CDS_24395	0	0	14	9
CDS_24400	0	0	51	0
CDS_24408	35	21	12	1
CDS_24409	253	20	7	18
CDS_24414	10	8	10	2
CDS_24418	0	0	0	6
CDS_24421	1	1	0	9
CDS_24424	17	10	0	0
CDS_24429	19	16	1	5
CDS_24431	12	11	4	12
CDS_24432	0	0	44	0
CDS_24436	86	60	14	1
CDS_24437	27	5	10	0
CDS_24438	0	0	0	5
CDS_24439	0	0	50	0
CDS_24440	2	3	4	0
CDS_24442	5	5	9	5
CDS_24446	0	0	32	9
CDS_24448	3	4	10	9
CDS_24449	67	34	25	5
CDS_24455	1	0	20	0
CDS_24457	27	13	12	41
CDS_24460	0	4	0	0
CDS_24473	18	39	4	34
CDS_24474	28	80	47	47
CDS_24479	2	2	21	0
CDS_24483	5	1	11	0
CDS_24485	10	18	0	26
CDS_24492	21	17	5	12
CDS_24500	6	0	16	8
CDS_24503	4	5	8	0
CDS_24505	0	0	0	11
CDS_24510	0	3	12	24
CDS_24511	8	34	17	124
CDS_24512	16	19	0	0
CDS_24513	1	4	25	11
CDS_24515	0	0	45	0
CDS_24518	0	0	16	1
CDS_24522	30	20	37	52
CDS_24524	60	64	7	0
CDS_24528	1	8	50	20
CDS_24531	41	25	6	13
CDS_24533	137	58	76	12
CDS_24535	22	4	7	0
CDS_24537	161	75	1	20
CDS_24539	6	6	14	0
CDS_24548	43	22	43	46
CDS_24549	28	39	12	41
CDS_24550	101	43	0	16
CDS_24553	0	1	79	34
CDS_24556	249	168	193	203
CDS_24557	25	3	19	0
CDS_24558	0	0	0	10
CDS_24562	56	12	35	41
CDS_24566	481	279	375	366
CDS_24567	121	96	53	55
CDS_24569	238	114	135	70
CDS_24575	552	499	189	117
CDS_24576	479	342	159	83
CDS_24577	131	58	22	38
CDS_24578	10	17	8	17
CDS_24581	184	137	40	28
CDS_24582	194	197	39	33
CDS_24583	110	169	55	86
CDS_24589	0	0	37	0
CDS_24592	10	10	0	8
CDS_24594	6	13	0	5
CDS_24610	0	0	10	12
CDS_24616	131	90	33	106
CDS_24625	145	73	17	23
CDS_24626	1	0	14	0
CDS_24627	7	25	1	24
CDS_24628	28	34	11	32
CDS_24631	67	166	291	90
CDS_24633	44	39	29	32
CDS_24634	17	13	0	14
CDS_24635	0	0	22	7
CDS_24636	0	0	9	0
CDS_24638	12	16	18	1
CDS_24639	177	143	43	97
CDS_24640	0	5	0	0
CDS_24643	26	18	6	4
CDS_24644	19	20	43	15
CDS_24651	154	99	79	33
CDS_24652	168	144	42	80
CDS_24656	78	18	29	32
CDS_24661	0	0	219	26
CDS_24662	0	0	62	0
CDS_24663	30	45	43	3
CDS_24664	22	48	0	0
CDS_24665	31	20	6	17
CDS_24666	118	120	25	38
CDS_24669	54	22	10	13
CDS_24672	27	21	23	7
CDS_24673	19	44	18	52
CDS_24674	0	12	7	30
CDS_24678	6	1	8	0
CDS_24680	5	21	27	29
CDS_24681	70	22	30	11
CDS_24682	0	0	29	0
CDS_24683	1	2	33	3
CDS_24690	318	245	151	75
CDS_24694	38	37	11	12
CDS_24695	54	6	0	0
CDS_24696	18	12	0	2
CDS_24701	65	46	21	23
CDS_24702	85	60	6	58
CDS_24704	24	34	88	76
CDS_24705	7	7	24	46
CDS_24710	55	20	9	0
CDS_24713	276	145	40	99
CDS_24716	252	111	39	12
CDS_24721	0	0	19	0
CDS_24724	0	0	27	0
CDS_24726	0	2	0	13
CDS_24733	82	34	8	28
CDS_24737	12	9	0	0
CDS_24741	0	0	3	10
CDS_24750	6	7	2	1
CDS_24752	0	0	35	10
CDS_24753	43	48	23	4
CDS_24757	0	0	22	0
CDS_24758	0	0	25	0
CDS_24759	0	0	75	1
CDS_24761	73	58	30	14
CDS_24764	40	26	31	17
CDS_24773	10	731	10	6
CDS_24774	31	12	12	7
CDS_24775	19	13	12	25
CDS_24778	105	108	72	33
CDS_24782	1	5	0	0
CDS_24786	80	32	48	12
CDS_24789	68	51	8	46
CDS_24793	16	12	0	17
CDS_24800	1	3	9	14
CDS_24801	11	8	0	2
CDS_24803	1	1	13	0
CDS_24805	108	69	15	27
CDS_24807	10	10	0	19
CDS_24809	35	20	11	20
CDS_24811	19	32	0	16
CDS_24814	253	121	82	93
CDS_24819	461	398	254	236
CDS_24820	0	0	20	0
CDS_24821	1	1	9	0
CDS_24822	1	0	17	0
CDS_24823	9	2	6	5
CDS_24835	2	0	0	4
CDS_24839	86	35	19	13
CDS_24841	45	39	69	142
CDS_24847	110	100	56	82
CDS_24848	35	27	29	48
CDS_24850	14	45	26	8
CDS_24854	8	26	18	47
CDS_24856	0	4	74	6
CDS_24859	39	37	45	20
CDS_24862	30	9	0	13
CDS_24863	8	164	19	9
CDS_24864	4	1	0	12
CDS_24865	69	45	8	32
CDS_24867	62	61	38	26
CDS_24868	4	11	12	17
CDS_24869	10	18	16	18
CDS_24872	143	66	23	128
CDS_24875	79	25	12	37
CDS_24876	47	19	13	20
CDS_24878	61	61	15	23
CDS_24884	2	1	0	2
CDS_24885	17	25	24	103
CDS_24889	21	10	13	32
CDS_24890	309	125	49	0
CDS_24891	7	7	7	8
CDS_24901	229	183	24	61
CDS_24904	98	95	101	50
CDS_24905	129	82	113	50
CDS_24907	323	270	122	67
CDS_24913	11	2	0	0
CDS_24914	162	87	31	109
CDS_24917	66	128	48	53
CDS_24920	0	12	9	5
CDS_24921	20	132	76	104
CDS_24924	60	43	4	18
CDS_24926	53	100	77	83
CDS_24930	41	42	7	13
CDS_24931	51	65	3	5
CDS_24934	252	110	162	134
CDS_24942	0	0	17	30
CDS_24943	45	93	33	9
CDS_24947	1	10	2	0
CDS_24949	1	5	7	0
CDS_24952	53	54	64	24
CDS_24953	0	5	1	0
CDS_24954	11	24	27	6
CDS_24958	8	15	4	0
CDS_24962	4	5	8	0
CDS_24963	0	0	101	0
CDS_24964	0	0	13	8
CDS_24966	0	0	14	0
CDS_24970	0	0	20	0
CDS_24971	29	19	32	33
CDS_24973	40	51	15	38
CDS_24976	4	10	0	5
CDS_24982	5	9	0	0
CDS_24986	108	159	30	22
CDS_24987	8	0	0	0
CDS_24989	57	407	87	124
CDS_24992	9	11	0	0
CDS_24995	26	9	7	4
CDS_24996	4	15	32	0
CDS_25006	6	0	0	0
CDS_25008	3	4	0	3
CDS_25010	16	13	0	11
CDS_25012	4	11	0	0
CDS_25014	27	42	8	3
CDS_25019	6	2	94	10
CDS_25023	259	119	82	40
CDS_25035	0	0	12	0
CDS_25042	84	58	2	10
CDS_25043	103	69	0	13
CDS_25045	1	0	60	51
CDS_25046	0	0	28	7
CDS_25047	0	0	31	0
CDS_25048	36	11	12	0
CDS_25053	0	0	37	0
CDS_25055	9	2	0	0
CDS_25056	2	0	134	12
CDS_25059	217	144	61	96
CDS_25060	31	22	91	65
CDS_25061	0	0	14	0
CDS_25064	99	31	15	10
CDS_25066	2	11	7	0
CDS_25068	87	38	8	0
CDS_25071	235	144	29	55
CDS_25072	27	33	17	16
CDS_25074	36	29	27	1
CDS_25075	352	257	296	181
CDS_25076	189	138	109	80
CDS_25078	5	6	3	0
CDS_25080	7	10	9	15
CDS_25084	0	2	0	8
CDS_25087	69	100	28	19
CDS_25090	2	8	0	0
CDS_25091	3	4	13	0
CDS_25092	3	0	15	0
CDS_25093	6	0	0	0
CDS_25095	78	46	0	9
CDS_25102	0	0	68	6
CDS_25104	500	524	820	152
CDS_25108	8	6	0	0
CDS_25110	3	2	0	2
CDS_25111	17	10	5	0
CDS_25114	86	25	0	1
CDS_25122	5	0	0	0
CDS_25140	8	28	0	13
CDS_25141	0	0	5	0
CDS_25142	0	0	5	10
CDS_25144	11	19	11	18
CDS_25145	1	0	0	3
CDS_25146	53	11	25	25
CDS_25147	280	150	74	30
CDS_25151	386	234	280	49
CDS_25158	179	61	131	114
CDS_25162	133	75	49	29
CDS_25167	54	32	16	6
CDS_25177	384	180	170	81
CDS_25178	172	132	71	37
CDS_25179	189	65	23	18
CDS_25180	501	448	332	171
CDS_25181	535	404	98	112
CDS_25182	280	214	103	90
CDS_25183	146	187	97	21
CDS_25184	476	475	268	144
CDS_25185	278	99	277	168
CDS_25186	477	816	290	244
CDS_25189	451	276	171	196
CDS_25190	8	11	15	11
CDS_25192	2174	1577	1088	838
CDS_25193	3	7	711	101
CDS_25194	363	277	176	240
CDS_25195	1	0	99	21
CDS_25197	1838	1410	1119	652
CDS_25198	1837	1228	817	753
CDS_25199	1401	955	728	612
CDS_25200	461	279	233	216
CDS_25202	12	33	0	0
CDS_25203	75	211	22	11
CDS_25204	27	15	8	18
CDS_25207	0	0	3	0
CDS_25211	74	34	0	7
CDS_25217	0	0	38	0
CDS_25221	93	56	29	11
CDS_25225	1	10	0	0
CDS_25227	0	1	55	0
CDS_25230	7	2	11	0
CDS_25231	34	16	14	25
CDS_25232	51	24	2	8
CDS_25233	6	9	5	9
CDS_25238	122	48	5	0
CDS_25239	16	12	16	37
CDS_25245	13	22	10	0
CDS_25246	6	5	0	1
CDS_25248	2	4	0	0
CDS_25250	30	34	48	67
CDS_25253	9	3	5	0
CDS_25255	12	3	20	0
CDS_25256	0	0	13	0
CDS_25257	46	7	0	0
CDS_25258	82	47	32	13
CDS_25266	15	5	19	5
CDS_25267	47	48	37	40
CDS_25271	31	12	21	21
CDS_25274	0	4	0	0
CDS_25275	0	1	10	0
CDS_25278	34	6	19	0
CDS_25281	0	0	44	0
CDS_25282	0	0	9	11
CDS_25283	0	0	4	0
CDS_25288	81	45	42	43
CDS_25289	1	0	26	0
CDS_25290	0	3	3	0
CDS_25291	1	0	11	0
CDS_25294	2	5	0	0
CDS_25297	35	19	3	0
CDS_25299	72	52	15	23
CDS_25302	36	65	27	5
CDS_25303	25	9	0	0
CDS_25307	0	0	0	6
CDS_25315	143	9	0	18
CDS_25318	5	5	0	0
CDS_25319	5	7	9	0
CDS_25321	0	1	21	0
CDS_25329	27	23	0	21
CDS_25333	94	44	41	67
CDS_25334	138	59	14	59
CDS_25338	0	0	31	6
CDS_25339	0	0	22	0
CDS_25341	122	71	18	13
CDS_25346	0	0	16	0
CDS_25347	5	1	0	0
CDS_25348	44	48	54	0
CDS_25349	11	11	0	0
CDS_25351	2	0	0	4
CDS_25352	0	0	25	14
CDS_25354	1	0	16	12
CDS_25356	53	64	9	23
CDS_25357	0	3	1	6
CDS_25361	21	22	0	7
CDS_25362	105	83	49	12
CDS_25364	114	22	0	0
CDS_25365	0	0	6	7
CDS_25366	17	26	6	0
CDS_25372	47	47	0	38
CDS_25373	32	16	0	10
CDS_25375	128	253	31	42
CDS_25376	0	0	13	0
CDS_25378	0	0	7	0
CDS_25379	28	22	0	17
CDS_25380	108	40	25	16
CDS_25385	0	0	65	1
CDS_25386	0	0	60	0
CDS_25388	15	11	11	0
CDS_25389	85	63	0	21
CDS_25392	218	202	147	49
CDS_25393	5	0	0	15
CDS_25395	2	13	0	13
CDS_25398	40	10	13	0
CDS_25403	14	9	46	24
CDS_25405	68	57	46	35
CDS_25407	149	71	22	14
CDS_25415	296	313	49	28
CDS_25416	49	76	3	0
CDS_25418	17	2	0	14
CDS_25420	10	651	22	42
CDS_25425	0	0	0	11
CDS_25430	93	116	33	38
CDS_25431	9	10	11	0
CDS_25434	0	0	6	0
CDS_25435	122	120	100	65
CDS_25442	8	19	29	69
CDS_25447	0	2	14	3
CDS_25458	18	20	0	15
